time_iso,Plan_req,Plan_tok,Global_req,Global_tok,Cohere1,Cohere2,Cohere3,Assistant_99a2d3aa-dc0e-4d1f-b3f0-81b82d3ea32b_tok,Assistant_76dac8dc-000e-4d02-83f2-e1f58aad1801_tok,Assistant_2fd77233-ca80-4e68-a859-f7fdb22b1823_tok,Assistant_be00381b-56ee-4087-8aa3-9cb690f02075_tok,Assistant_532a4157-6bef-4b57-af99-1e2f1234405e_tok,Assistant_6f47dac9-d531-46fc-a6d0-7e18c165b5db_tok
2025-07-02T17:05:28,50,50000,200,200000,10,10,10
2025-07-02T17:05:29,49,45405,200,200000,10,10,10,100000
2025-07-02T17:05:30,49,45405,200,200000,10,10,10,100000
2025-07-02T17:05:31,48,40860,200,200000,10,10,10,100000,100000
2025-07-02T17:05:32,48,40860,200,200000,10,10,10,100000,100000
2025-07-02T17:05:33,48,40860,200,200000,10,10,10,100000,100000
2025-07-02T17:05:34,47,39711,199,196837,10,10,10,96837,100000,100000
2025-07-02T17:05:35,47,39711,199,196837,10,10,10,96837,100000,100000
2025-07-02T17:05:36,47,43139,198,195461,10,10,10,98593,96868,100000
2025-07-02T17:05:37,46,38570,198,195461,10,10,10,98593,96868,100000,100000
2025-07-02T17:05:38,46,38570,198,197318,10,10,10,98593,98725,100000,100000
2025-07-02T17:05:39,46,38570,198,197318,10,10,10,98593,98725,100000,100000
2025-07-02T17:05:40,45,34025,198,197318,10,10,10,98593,98725,100000,100000,100000
2025-07-02T17:05:41,45,37395,197,194085,10,10,10,98593,98725,96767,100000,100000
2025-07-02T17:05:42,45,40841,196,190946,10,10,10,98593,98725,96767,96861,100000
2025-07-02T17:05:43,45,40841,196,190946,10,10,10,98593,98725,96767,96861,100000
2025-07-02T17:05:44,45,40841,196,192680,10,10,10,98593,98725,98501,96861,100000
2025-07-02T17:05:45,45,40841,196,194468,10,10,10,98593,98725,98501,98649,100000
2025-07-02T17:05:46,45,44147,195,191227,10,10,10,98593,98725,98501,98649,96759
2025-07-02T17:05:47,45,44147,195,191227,10,10,10,98593,98725,98501,98649,96759
2025-07-02T17:05:48,45,44147,195,191227,10,10,10,98593,98725,98501,98649,96759
2025-07-02T17:05:49,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:50,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:51,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:52,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:53,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:54,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:55,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:56,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:57,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:58,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:05:59,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:00,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:01,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:02,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:03,45,44147,195,192952,10,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:04,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:05,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:06,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:07,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:08,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:09,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:10,45,44147,195,192952,9,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:12,45,44147,195,192952,8,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:13,45,44147,195,192952,7,10,10,98593,98725,98501,98649,98484
2025-07-02T17:06:14,45,44147,194,178003,7,10,10,98593,83776,98501,98649,98484
2025-07-02T17:06:15,45,44147,194,178003,7,10,10,98593,83776,98501,98649,98484
2025-07-02T17:06:16,45,44147,194,178003,7,10,10,98593,83776,98501,98649,98484
2025-07-02T17:06:17,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:18,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:19,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:20,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:21,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:22,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:23,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
2025-07-02T17:06:24,45,44147,194,179887,7,10,10,98593,85660,98501,98649,98484
